"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"11","R_3O7XMxSISGb6TgG",1,"4-c","$0","20.996",0,4.343,4,2.726,0,"2.635",1,3.641,3,3.997,2,2.486,0,1.793,5,3.956,0,2.801,6,2.286,6,2.71,0,3.759,0,2.729,4,3.257,2,2.867,0,3.609,0,3.583,1,5.2,0,2.931,1,2.453,6,2.394,0,2.974,2,3.953,3,2.744,0,4.766,6,4.935,5,3.518,1,5.101,0,3.701,6,6.146,3,3.914,4,4.334,2,5.742,3,6.186,1,7.147,0,10.121,6,4,7,7,1,4,1,7,7,5,3,7,7,1,6,1,7,7,7,7,7,7,1,5,1,7,7,5,4,7,7,1,7,2,6,6,4,1,7,5,1,2,1,5,5,7,7,7,7,1,1,1,7,7,6,5,7,7,1,4,1,6,7,4,2,7,5,1,6,1,4,5,7,7,7,7,1,1,1,7,7,5,3,7,6,1,1,1,4,4,4,1,7,6,1,1,1,4,4,7,7,7,7,1,7,1,7,7,6,6,7,7,1,4,1,6,6,4,1,7,6,1,1,1,4,4,7,7,7,7,1,6,1,7,7,5,4,7,7,1,4,1,6,6,4,1,6,5,1,1,1,4,4,7,7,7,7,1,7,1,7,7,2,2,5,1,3,2,3,1,2,4,2,2,1,4,2,2,1,3,2,5,3,2,2,3,2,1,3,2,2,2,1,2,3,2,5,4,1,3,1,5,2,1,1,2,5,5,2,5,1,2,1,5,1,5,1,1,1,5,1,5,1,5,1,1,1,5,5,5,5,1,5,1,1,1,1,1,1,1,3,4,4,1,3,2,3,3,2,3,3,4,1,5,5,1,4,5,5,4,1,3,1,3,4,3,1,3,5,3,5,5,2,1,4,2,3,2,6,7,7,5,6,7,2,7,4,26,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",5,5,"Middleincome","$50,001 -
$75,000","No","Lowerincome","$10,001 -
$20,000","Yes","I was asked very similar questions about the way others look and questions about my personality.","2",6,2,0,0,0,0,0
"12","R_1nMGNKpyVNBWr4T",1,"4-a","$5","8.43",6,3.063,5,4.367,5,"1.877",5,1.801,4,2.168,5,2.2,5,2.312,4,2.067,5,1.207,4,1.999,4,1.769,5,3.846,6,2.888,5,2.04,6,1.789,4,1.797,5,1.664,5,2.228,4,2.078,5,2.657,5,2.307,6,2.124,5,1.658,5,1.517,6,1.327,4,1.249,4,1.483,5,1.333,5,2.174,4,2.389,6,1.961,5,2.69,5,1.839,6,1.617,5,2.294,4,2.6,5,6,5,7,4,3,3,6,6,3,3,4,3,4,5,5,3,4,7,3,4,5,4,3,3,6,6,4,5,5,4,2,5,4,4,4,4,1,6,6,3,5,3,4,5,7,2,2,4,3,3,4,6,5,4,3,5,5,3,4,3,6,5,3,1,6,3,2,6,3,3,2,7,4,3,5,5,3,2,6,7,4,1,3,5,5,2,2,5,4,3,1,7,5,2,6,4,5,4,7,5,3,3,5,3,2,5,4,6,6,6,5,2,5,3,5,6,3,1,5,2,2,4,6,2,2,7,5,4,5,6,3,2,5,5,5,5,4,5,3,4,2,5,5,4,1,4,4,3,5,4,5,4,7,6,3,4,5,3,3,6,5,2,2,3,4,2,3,2,1,1,5,4,4,2,4,3,4,5,4,2,1,2,4,3,4,1,5,2,2,3,2,3,2,1,1,2,1,3,4,5,4,2,1,1,3,3,2,1,2,1,2,1,4,2,5,1,2,1,2,1,4,2,3,1,4,1,3,5,4,3,3,4,1,1,1,1,1,1,1,3,2,2,1,3,1,2,1,3,3,4,2,2,5,4,2,4,4,5,4,1,3,2,4,4,2,2,3,3,4,4,3,3,4,4,1,3,2,6,5,6,5,5,5,2,3,3,28,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",7,5,"Lower-Middleincome","$40,001 -
$50,000","Yes","Upper-Middleincome","over
$100,000","Yes","Psychology of decision-making ","4",5,8,0,0,0,0,0
"13","R_UMzltNkxhF4SfF7",1,"4-b","$3","13.677",3,8.322,3,5.467,3,"6.186",3,4.819,3,6.426,3,9.196,3,4.041,3,4.554,3,4.042,3,4.238,3,4.155,3,3.439,3,3.726,3,3.579,3,4.789,3,4.546,3,3.29,3,4.969,3,4.736,3,9.156,3,4.097,3,62.251,3,11.499,3,5,3,9.502,3,6.401,3,8.101,3,7.002,3,15.133,3,8.801,3,9.324,3,4.681,3,6.748,3,3.551,3,4.266,3,12.5,2,4,4,2,1,4,6,4,4,4,4,7,6,3,2,2,6,6,5,4,6,6,2,5,4,5,5,5,4,3,4,3,2,3,6,4,2,2,2,2,2,4,4,1,3,5,4,5,6,3,1,2,6,6,4,3,4,4,2,4,4,6,5,3,3,5,3,3,6,4,2,4,5,4,6,6,3,5,2,6,5,3,3,2,4,2,1,3,5,5,4,4,6,4,2,6,3,6,4,6,4,5,4,3,5,4,4,4,3,3,3,3,5,4,3,6,3,4,3,4,3,4,4,4,2,4,5,4,5,4,2,4,2,5,4,3,3,3,3,4,3,4,5,3,3,2,3,3,3,4,2,2,4,5,4,5,5,4,3,3,6,5,3,1,4,3,2,2,3,2,3,4,2,3,3,3,3,4,4,2,3,4,3,3,2,2,3,1,2,2,2,2,2,2,2,1,4,3,3,4,2,5,3,1,2,2,3,3,1,5,2,2,1,4,3,5,1,2,1,5,1,5,2,3,1,3,1,5,5,4,3,1,4,3,1,1,1,1,1,1,3,3,2,3,2,2,2,2,2,5,4,4,4,5,5,2,4,3,5,4,1,2,2,4,5,5,3,3,4,4,5,5,2,3,5,1,2,6,2,2,6,3,2,6,4,3,3,28,"White/Caucasian/European American","","Other (please specify)","Nonbinary (femme) ","Other (please specify)","Panromantic gray-asexual","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",3,6,"Lower-Middleincome","$20,001 -
$30,000","Yes","Lowerincome","$10,001 -
$20,000","No","","3",3,2,1,1,0,0,1
"14","R_3O96HQ134RhlGKT",1,"4-b","$3","6.768",3,4.557,3,5.034,3,"9.936",3,3.665,1,2.781,3,5.264,3,3.749,3,2.549,1,2.704,3,2.955,3,3.724,3,3.512,2,5.49,3,5.646,3,3.644,3,5.962,3,3.906,3,5.184,3,2.938,3,4.264,1,6.303,3,9.756,3,2.894,3,3.853,3,3.71,3,2.901,3,4.167,3,2.682,1,5.491,3,2.371,3,2.832,3,4.241,3,3.293,3,3.375,3,5.667,3,4.646,6,5,7,7,5,4,2,6,7,4,2,5,4,3,5,2,6,6,3,6,3,4,4,6,4,7,5,3,2,2,1,1,6,5,3,1,5,1,7,7,2,5,1,6,7,5,4,7,6,3,5,3,7,7,4,1,4,7,3,2,2,5,6,1,6,4,1,3,5,6,1,1,6,4,7,7,2,5,3,7,6,3,1,4,6,3,2,3,4,6,4,1,6,4,4,6,2,6,6,3,4,5,6,1,5,3,7,4,7,3,7,7,3,5,2,7,7,3,3,6,4,3,4,1,6,5,5,5,6,7,2,6,1,7,5,2,4,1,1,3,5,5,4,4,6,2,7,6,3,5,1,6,7,3,4,5,6,4,5,3,7,6,3,2,4,2,3,3,2,2,2,4,2,4,2,3,2,3,3,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,4,2,4,2,1,1,3,4,4,2,3,2,3,1,5,2,5,1,2,1,4,1,5,2,5,1,3,1,5,5,4,4,1,4,1,1,1,1,1,1,2,0,4,3,2,4,1,3,1,1,5,5,3,1,5,4,1,4,5,5,3,1,2,1,3,5,5,1,3,5,5,5,5,3,5,5,4,4,4,2,4,6,7,4,7,4,1,1,24,"White/Caucasian/European American","","Male","","Homosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",2,2,"Middleincome","$75,001 -
$100,000","Yes","Lowerincome","less than
$10,000","No","","2",7,1,1,1,0,0,0
"15","R_2mcfofIokNr4YkF",1,"4-a","$0","15.691",0,6.385,0,3.953,0,"4.789",0,3.734,0,3.691,0,3.7,0,3.124,0,3.825,0,5.989,0,3.913,0,3.486,0,2.76,0,2.838,0,3.056,0,2.54,0,2.664,0,3.401,0,2.86,0,2.547,0,4.056,0,6.033,0,2.744,0,2.506,0,3.62,0,3.202,0,3.005,0,8.501,0,3.434,0,5.035,0,3.727,0,3.331,0,3.125,0,3.167,0,6.333,0,2.951,0,2.493,3,2,4,3,3,3,3,7,4,3,1,4,2,1,4,3,3,4,5,3,4,4,2,2,2,4,4,4,3,3,2,1,1,1,5,4,4,1,3,1,4,2,5,2,3,5,3,5,6,3,1,1,6,6,5,3,4,3,1,1,1,6,5,5,2,5,4,1,3,3,4,4,3,1,3,1,1,1,4,4,3,2,2,4,4,1,1,1,7,4,4,1,7,5,1,4,1,7,5,6,4,7,7,1,3,1,7,7,3,3,2,2,1,1,1,4,3,3,2,4,1,2,1,4,3,4,3,3,4,2,1,1,1,5,3,2,3,3,4,1,1,1,4,4,2,1,6,1,3,4,7,2,2,5,1,6,5,1,1,1,6,5,2,1,2,3,4,4,2,1,2,3,3,4,1,4,2,4,4,2,1,1,2,3,4,2,1,1,1,2,2,2,1,1,2,2,4,1,1,4,2,3,1,1,1,3,4,2,1,2,2,2,1,3,3,5,1,2,1,2,1,5,1,5,1,1,1,5,5,5,5,2,4,1,1,1,1,1,1,1,3,3,0,0,2,0,0,0,0,5,4,1,5,5,3,1,3,5,5,4,1,3,1,3,1,1,1,3,5,3,5,5,1,1,5,1,3,2,6,4,5,6,6,6,2,4,2,30,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",4,5,"Lower-Middleincome","$50,001 -
$75,000","Yes","Middleincome","less than
$10,000","No","","1",6,1,0,0,0,0,1
"16","R_cMG9YJvslt4wF3z",1,"4-c","$1","8.051",3,4.267,0,3.966,1,"4.788",2,1.949,0,5.523,2,2.48,3,3.038,0,1.993,2,2.508,0,2.688,5,6.915,0,2.729,0,2.424,4,2.566,1,2.262,0,2.368,0,2.123,2,2.397,0,1.719,2,4.92,0,8.824,3,3.958,0,1.864,0,3.039,2,1.961,5,2.22,0,2.957,2,3.314,0,2.923,0,1.954,3,1.94,1,3.69,1,2.313,3,2.317,1,4.589,1,4.478,6,5,4,4,2,5,5,5,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,3,4,5,6,5,4,4,2,6,4,6,5,4,4,4,3,3,3,4,3,4,5,4,4,3,4,4,5,4,4,6,4,5,4,2,5,5,5,5,3,4,4,3,2,2,4,3,4,3,4,4,3,5,5,5,4,3,5,4,5,4,3,5,3,5,5,3,4,5,4,5,3,3,4,3,3,4,3,3,5,3,3,3,4,5,4,5,4,2,6,5,5,4,3,4,4,3,3,2,3,3,4,5,4,3,3,5,3,2,4,4,6,4,5,5,2,6,2,5,5,2,4,4,2,4,5,5,2,3,5,4,5,5,3,4,3,5,4,4,2,2,2,2,3,4,2,4,2,2,1,4,3,4,1,1,1,4,2,4,3,3,2,3,1,4,4,4,3,1,4,1,1,1,1,1,2,1,4,3,2,1,2,4,4,3,4,2,3,1,4,3,5,2,2,1,4,1,4,2,3,1,3,1,5,4,4,4,1,4,1,1,2,1,1,1,1,3,1,0,1,3,3,3,2,1,3,4,4,3,4,3,2,4,4,2,4,2,4,2,4,4,2,2,4,4,3,3,4,2,3,4,2,4,6,3,6,3,6,2,6,2,5,3,31,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",7,7,"Middleincome","$75,001 -
$100,000","Yes","Middleincome","$50,001 -
$75,000","Yes","n/a accidentally answered yes ","1",7,6,0,0,0,1,0
"17","R_3KUEcb38VrkpJtg",1,"4-b","$3","13.476",3,7.078,4,5.404,0,"2.091",1,2.062,1,5.085,3,4.091,4,1.451,1,4.143,2,1.858,0,2.668,2,4.272,4,2.107,2,3.728,1,2.45,5,1.798,2,3.451,2,1.918,3,2.309,1,2.954,4,1.838,2,3.113,5,3.361,4,3.164,2,2.144,3,3.847,1,1.836,4,1.732,2,2.949,3,1.878,2,1.75,4,1.632,2,1.838,4,2.156,4,2.867,2,2.382,1,3.402,3,2,4,3,2,5,6,2,4,3,1,3,3,4,2,5,1,4,5,2,5,3,2,4,4,4,4,5,4,4,4,3,4,4,3,4,2,3,2,2,4,5,5,3,4,5,2,5,5,3,2,2,3,3,5,5,5,5,2,4,3,3,3,3,3,5,5,3,2,5,3,3,3,3,5,5,3,5,4,4,4,3,5,5,5,3,4,4,5,5,4,3,5,5,3,3,3,5,5,4,2,5,5,4,3,6,5,5,5,3,3,3,2,5,4,4,4,2,5,2,2,5,3,5,3,3,5,3,3,3,3,3,3,3,3,5,5,3,4,3,3,4,5,5,3,4,3,3,3,5,4,3,3,5,4,5,5,4,3,4,5,5,3,3,2,4,5,5,3,2,2,3,2,3,2,2,4,2,3,2,3,1,4,3,4,2,3,2,4,3,2,2,1,2,1,1,2,2,1,3,2,4,2,2,4,4,5,3,2,2,2,3,1,4,2,3,1,2,1,3,1,4,2,5,1,2,1,5,4,2,2,1,4,3,1,1,1,3,1,2,2,2,0,0,3,2,1,2,3,1,2,2,4,1,4,5,3,4,3,2,4,5,3,5,1,2,3,5,3,2,4,2,1,2,1,2,1,1,6,6,3,2,7,5,2,5,6,18,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",7,6,"Upper-Middleincome","$75,001 -
$100,000","No","Lower-Middleincome","$10,001 -
$20,000","No","","3",7,2,0,0,0,0,0
"18","R_tDRlvAVQ0eTQoRr",1,"4-c","$3","10.511",3,3.991,3,36.335,3,"4.735",3,3.452,3,7.276,3,5.165,3,9.103,3,7.818,0,2.42,3,2.071,3,3.052,3,2.865,3,8.036,3,2.184,3,3.933,3,2.203,3,3.17,3,4.569,3,3.192,3,12.009,3,2.583,3,1.349,3,7.222,3,4.347,3,2.516,3,3.274,3,2.658,5,2.363,3,5.43,3,2.76,1,8.062,3,3.899,3,3.477,3,3.517,3,2.761,3,2.503,5,5,5,3,4,4,6,4,3,5,6,5,1,4,6,5,4,4,5,3,5,5,3,5,4,5,5,1,7,3,1,6,7,7,5,3,4,1,6,4,1,3,4,2,5,5,5,4,5,5,5,6,7,3,5,3,5,6,7,3,3,5,4,3,5,6,1,7,7,7,1,2,4,1,4,4,4,4,4,4,4,3,6,3,1,5,7,7,4,3,4,1,5,5,4,2,5,3,4,3,4,3,5,7,4,4,5,4,2,5,5,2,6,7,6,7,2,5,4,5,4,3,3,5,3,4,4,1,4,2,3,2,4,3,4,2,5,3,4,5,6,7,6,2,4,1,5,4,3,5,6,4,4,5,4,3,5,6,4,4,5,4,2,1,3,2,2,2,2,1,2,3,3,1,2,2,2,4,2,2,2,2,2,3,2,2,2,1,2,1,2,2,3,2,1,2,3,2,2,3,2,3,1,2,1,2,3,4,1,5,1,2,1,3,1,2,1,1,1,3,1,3,1,5,1,2,2,3,5,3,3,2,3,1,2,2,1,2,1,2,2,1,2,3,4,0,4,1,2,4,2,1,2,4,3,2,5,2,4,5,1,3,2,1,5,3,2,2,1,3,2,4,3,2,4,2,4,6,7,5,6,6,2,3,5,4,4,21,"White/Caucasian/European American","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",6,3,"Middleincome","","Yes","Middleincome","","No","","1",NA,NA,1,0,0,0,0
"19","R_3DjfEeGoM4A1rNg",1,"4-b","$2","9.152",1,2.872,0,3.56,1,"4.147",2,4.587,5,2.34,0,4.1,0,2.029,5,3.138,2,3.055,4,1.918,5,2.821,2,3.281,3,9.801,2,3.376,2,2.28,3,2.319,0,2.776,1,3.05,4,2.415,2,3.454,3,1.907,4,2.223,2,4.136,2,4.138,0,2.855,3,2.375,3,2.763,0,2.188,0,4.914,3,4.007,1,1.99,2,4.684,3,7.118,4,3.073,2,3.745,3,3.832,7,4,7,7,2,5,1,7,7,3,3,5,5,4,1,2,2,5,3,6,3,1,3,7,3,5,5,6,3,6,6,3,5,3,7,7,5,2,6,5,1,5,3,3,5,3,6,6,4,3,7,5,5,5,7,5,6,6,2,5,2,7,7,2,4,5,4,4,6,6,1,3,5,5,5,5,4,4,4,5,5,6,5,5,6,2,4,3,6,6,4,2,6,5,4,3,3,4,5,3,5,5,5,4,4,4,5,5,7,6,7,7,3,4,2,7,7,4,2,6,4,2,2,4,5,5,3,5,5,5,5,5,3,5,4,7,5,7,7,4,6,3,6,6,5,5,6,5,5,1,2,3,6,3,6,6,2,3,5,3,5,5,3,2,4,1,2,2,3,1,3,3,3,2,4,1,3,2,2,2,3,1,4,2,3,1,2,1,3,2,2,2,1,3,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,3,2,2,1,4,1,4,1,1,1,2,1,4,2,4,1,3,1,4,4,4,4,1,4,1,1,1,1,1,1,1,4,3,0,3,3,1,3,0,0,3,5,1,1,5,1,3,5,5,4,5,3,4,1,2,2,4,1,5,4,4,5,4,1,3,4,1,4,6,3,6,6,6,2,7,3,3,4,27,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",8,8,"Middleincome","$40,001 -
$50,000","Yes","Lower-Middleincome","$20,001 -
$30,000","No","","2",5,3,0,0,0,0,0
"20","R_2R2mjw21BdjF8U7",1,"4-a","$3","7.495",3,5.684,3,2.786,3,"3.037",3,3.967,3,2.127,3,2.862,3,2.095,3,1.983,3,2.954,3,4.5,3,1.831,3,6.498,3,5.961,3,3.211,3,4.722,3,3.196,3,4.682,3,4.575,3,2.742,3,4.795,3,5.455,3,11.021,3,2.769,3,3.504,3,2.846,3,4.504,3,1.981,3,3.402,3,3.062,3,2.36,3,6.068,3,6.946,3,3.18,3,4.794,3,6.219,3,7.149,4,1,4,4,4,2,4,6,4,4,1,4,4,4,5,4,3,4,3,2,3,3,4,4,3,4,3,4,2,5,4,4,5,4,4,4,4,2,5,5,4,4,4,4,4,3,2,4,3,4,4,4,3,4,4,2,5,4,4,4,4,5,4,3,2,5,3,4,5,5,3,4,3,2,3,3,4,1,2,6,4,5,2,5,5,2,3,2,5,4,4,2,5,4,4,5,4,4,4,2,4,1,1,4,1,4,1,3,5,2,5,5,3,3,3,6,4,4,2,5,5,2,4,4,5,5,2,3,1,1,4,1,6,2,4,5,2,5,5,3,4,4,6,5,5,2,5,5,3,2,3,4,4,3,2,2,2,3,1,4,4,4,2,1,3,1,4,2,2,1,2,4,3,1,4,2,4,3,1,2,2,2,4,2,4,2,4,3,4,2,2,2,3,2,1,2,4,2,3,3,3,5,1,1,1,5,5,2,1,4,2,3,1,5,2,5,1,2,1,4,1,5,2,4,2,3,2,5,5,5,5,4,4,2,2,2,1,2,1,2,2,0,1,1,1,0,1,0,2,5,3,1,4,4,1,2,5,5,3,5,1,5,3,1,4,4,2,5,2,5,1,3,1,5,4,1,5,1,6,6,4,4,6,4,3,7,4,30,"White/Caucasian/European American","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","","",4,5,"Middleincome","$50,001 -
$75,000","Yes","Middleincome","$40,001 -
$50,000","No","","4",6,5,0,0,0,0,1
